La comunidad tiene derecho a acceder a información de su interés y del interés de Ecuador. Suscríbete a la línea de credibilidad de EL COMERCIO	null	502 personas reaccionaron con Me gusta	30 personas reaccionaron con Me encanta	3 personas reaccionaron con Me importa	97 personas reaccionaron con Me divierte	3 personas reaccionaron con Me asombra	2 personas reaccionaron con Me entristece	2 personas reaccionaron con Me enoja	125 comentarios
#VIDEO | Lavamanos portátiles en espacios públicos, para prevenir la propagación del #covid19 » https://bit.ly/LvmanosPorta	Lunes, 25 de mayo de 2020 a las 21:25	3 mil personas reaccionaron con Me gusta	291 personas reaccionaron con Me encanta	23 personas reaccionaron con Me importa	144 personas reaccionaron con Me divierte	22 personas reaccionaron con Me asombra	7 personas reaccionaron con Me entristece	8 personas reaccionaron con Me enoja	284 comentarios
#ATENCIÓN | Familias y grupos que han luchado por la despenalización del cannabis medicinal piden ser incluidos en elaboración de normativa en Ecuador. ¿Qué pasa con el reglamento? » https://bit.ly/CnnbisMedicnal	Lunes, 25 de mayo de 2020 a las 20:55	1 mil personas reaccionaron con Me gusta	154 personas reaccionaron con Me encanta	18 personas reaccionaron con Me importa	63 personas reaccionaron con Me divierte	14 personas reaccionaron con Me asombra	3 personas reaccionaron con Me entristece	12 personas reaccionaron con Me enoja	111 comentarios
